18693	30934	
18693	30933	
18693	30931	
18693	434246	
18693	53412	
18693	59079	
18693	56745	
18693	54401	
18693	268973	
18693	24071	
18693	22631	
18693	22630	
18693	22628	
18693	228357	
18693	231134	
18693	240675	
18693	240057	
18693	67903	
18693	68339	
18704	18708	
18701	56703	
18701	56176	
18704	269180	
18704	74769	
18706	19013	
18706	18996	
18700	56703	
18700	56176	
18693	70834	
18693	69183	
18693	69035	
18693	72587	
18693	74360	
18700	18701	
18693	93675	
18693	22627	
18693	21943	
18667	81879	
18667	71913	
18667	68911	
18667	93759	
18673	18968	
18673	26447	
18673	18970	
18667	56484	
18667	327826	
18667	22260	
18667	22259	
18667	21834	
18667	22337	
18667	22416	
18667	22433	
18667	22417	
18673	27015	
18673	66449	
18676	338523	
18676	26386	
18676	244694	
18676	99982	
18693	192167	
18693	20913	
18693	20510	
18675	73835	
18675	21847	
18675	19228	
18675	19227	
18673	80905	
18675	19242	
18675	211401	
18675	216161	
18675	214593	
18706	19017	
18706	19164	
18706	23963	
18706	23837	
18706	235402	
18706	240057	
18706	240752	
18706	26416	
18706	26383	
18706	26362	
18706	234734	
18706	232430	
18706	22702	
18706	226896	
18706	223649	
18706	228361	
18706	229841	
18706	230796	
18706	230784	
18706	28146	
18706	29815	
18706	623503	
18706	606496	
18706	56808	
18706	624219	
18706	64290	
18706	64704	
18706	64297	
18706	56637	
18706	56017	
18706	30955	
18706	30841	
18706	29875	
18706	319583	
18706	404194	
18706	54422	
18706	52463	
18706	22339	
18706	22174	
18706	20474	
18706	20471	
18706	20437	
18706	20617	
18706	20655	
18706	20751	
18706	20682	
18706	20397	
18706	20319	
18706	19247	
18706	19229	
18706	19211	
18706	19303	
18706	19699	
18706	20287	
18706	19877	
18706	20848	
18706	20850	
18706	21939	
18706	21926	
18706	21849	
18706	21991	
18706	22062	
18706	22084	
18706	22083	
18706	21809	
18706	216233	
18706	20910	
18706	20869	
18706	20851	
18706	211064	
18706	211323	
18706	214579	
18706	21416	
18667	21833	
18667	21809	
18654	329628	
18654	271127	
18654	233651	
18654	58198	
18654	67087	
18655	18746	
18655	18663	
18654	74533	
18654	22431	
18654	22417	
18654	19197	
18646	80876	
18646	77125	
18654	19206	
18654	20423	
18654	22412	
18654	21412	
18655	18770	
18655	20768	
18655	320404	
18655	320127	
18655	26417	
18655	56012	
18655	56632	
18655	63828	
18655	56637	
18655	23972	
18655	23971	
18655	211347	
