2744	3084	1
2744	774	1
2744	2915	1
2744	6855	1
2744	1756	1
2744	2254	3
2744	358	3
2744	793	3
2744	8851	3
2744	4988	3
2744	5649	3
2744	1437	3
2744	4131	3
2744	57453	3
2744	1641	3
2744	7448	3
2744	92737	3
2744	333	3
2744	2906	3
2744	161582	3
2744	11075	3
2744	5361	3
2744	1272	3
2744	51191	4
2744	2912	2
2744	9480	4
2744	23620	2
2744	4208	2
2744	1138	2
2744	6857	2
2744	6401	4
2744	241	4
2744	60482	2
2744	23612	4
2744	2902	2
2744	9379	2
2744	57379	4
2744	2903	2
2744	4886	2
2744	4842	2
2744	57084	2
2744	93978	4
2744	22899	2
2744	9378	2
2744	1134	2
2744	80144	4
2744	64446	4
2744	4593	2
2744	28999	4
2744	2897	2
2744	5865	4
2744	92335	4
2744	55521	4
3084	774	1
3084	2915	1
3084	6855	1
3084	1756	1
3084	10818	1
3084	23411	1
3084	8890	1
3084	1499	1
3084	3340	1
3084	1490	3
3084	5155	1
3084	6777	1
3084	2885	1
3084	8892	1
3084	7057	1
3084	581	1
3084	6934	1
3084	55959	3
3084	10370	1
3084	7422	1
3084	10253	1
3084	10252	1
3084	598	1
3084	25976	3
3084	2626	1
3084	9053	3
3084	23598	3
3084	8893	1
3084	22862	3
3084	8531	3
3084	7544	3
3084	3295	3
3084	7536	3
3084	793	3
3084	3064	1
3084	4988	3
3084	5649	1
3084	1437	1
3084	4131	3
3084	23770	3
3084	2889	3
3084	23542	1
3084	30851	1
3084	3983	3
3084	4851	1
3084	92737	1
3084	960	1
3084	90780	3
3084	1906	1
3084	56829	3
3084	2906	3
3084	28996	1
3084	351	1
3084	5048	1
3084	4204	1
3084	11315	1
3084	1020	1
3084	409	1
3084	1855	1
3084	27429	3
3084	123803	3
3084	6310	1
3084	6623	1
3084	8312	1
3084	6905	1
3084	3073	3
3084	5090	3
3084	11343	1
3084	4864	3
3084	26058	3
3084	2059	3
3084	3845	1
3084	1032	1
3084	6812	1
3084	4282	1
3084	6885	1
3084	51196	1
3084	5058	1
3084	4296	1
3084	5530	1
3084	6664	1
3084	55715	1
3084	7716	3
3084	966	3
3084	10163	1
3084	23557	1
3084	80781	3
3084	5664	1
3084	7857	1
3084	55366	3
3084	4763	1
3084	10114	1
3084	2624	1
3084	3516	1
3084	2932	1
3084	4628	1
3084	7189	1
3084	11326	3
3084	182	1
3084	6850	1
3084	11221	1
3084	5361	3
3084	6502	1
3084	2736	1
3084	10939	3
3084	1545	3
3084	57679	1
3084	8829	3
3084	6714	1
3084	55083	3
3084	5818	3
3084	23405	1
3084	23513	1
3084	57045	3
3084	998	1
3084	5663	1
3084	7155	3
3084	1195	3
3084	3066	1
3084	25945	3
3084	5599	1
3084	150465	3
3084	23236	1
3084	6497	1
3084	408	1
3084	2118	3
3084	4781	1
3084	5911	1
3084	652	1
3084	3065	1
3084	5925	1
3084	3975	3
3084	4681	3
3084	3913	1
3084	8754	1
3084	7046	1
3084	57669	3
3084	57142	1
3084	324	1
3084	7161	1
3084	7531	3
3084	9611	1
3084	6464	1
3084	3688	1
3084	51330	3
3084	6597	1
3084	3491	1
3084	8763	3
3084	55023	3
3084	4771	1
3084	7248	1
3084	5598	3
3084	491	1
3084	5802	3
3084	27086	1
3084	9048	1
3084	3801	3
3084	81565	3
3084	10460	3
3084	8416	1
3084	4651	3
3084	334	3
3084	6259	1
3084	2064	1
3084	2049	3
3084	5747	1
3084	284	1
3084	5310	3
3084	323	3
3084	4040	1
3084	7408	3
3084	207	1
3084	23043	1
3084	2621	1
3084	5291	3
3084	5108	3
3084	23077	3
3084	3280	1
3084	3398	1
3084	65018	1
3084	8820	3
3084	8408	1
3084	54820	3
3084	29072	3
3084	4294	1
3084	23705	1
3084	10494	3
3084	10579	3
3084	8650	1
3084	23287	1
3084	5307	3
3084	22920	3
3084	55740	3
3084	546	3
3084	5781	1
3084	7414	3
3084	5191	3
3084	6093	3
3084	5566	1
3084	23162	1
3084	7430	3
3084	8609	3
3084	7148	1
3084	3675	3
3084	23654	3
3084	5828	3
3084	4076	3
3084	56751	3
3084	9076	3
3084	5290	1
3084	1001	3
3084	5915	1
3084	6196	1
3084	2045	3
3084	79872	3
3084	2768	1
3084	55294	1
3084	3257	3
3084	972	1
3084	3397	1
3084	9181	1
3084	2317	3
3084	2950	1
3084	1605	1
3084	55327	1
3084	28962	3
3084	10952	3
3084	5609	1
3084	5716	1
3084	54106	1
3084	51738	1
3084	4646	1
3084	382	1
3084	26039	3
3084	1196	3
3084	9616	1
3084	391	1
3084	375790	1
3084	1029	1
3084	5074	3
3084	5606	1
3084	10221	1
3084	309	3
3084	23139	3
3084	5025	1
3084	5914	1
3084	3357	1
3084	7423	1
3084	5154	1
3084	5970	1
3084	7157	1
3084	5581	1
3084	6257	1
3084	4221	1
3084	348	1
3084	5333	3
3084	5601	1
3084	60675	1
3084	64783	1
3084	4644	1
3084	4089	1
3084	10787	3
3084	4217	1
3084	23129	3
3084	5829	1
3084	2549	1
3084	1831	1
3084	2305	1
3084	4905	3
3084	7001	1
3084	5693	3
3084	5311	3
3084	196	1
3084	7050	3
3084	5621	3
3084	153090	1
3084	2683	3
3084	664	1
3084	3775	3
3084	476	3
3084	3685	1
3084	4780	3
3084	10672	1
3084	23315	3
3084	3772	3
3084	4038	1
3084	5052	1
3084	3714	1
3084	1017	1
3084	4205	1
3084	842	3
3084	54541	3
3084	3726	3
3084	55075	3
3084	3417	3
3084	4000	1
3084	5516	3
3084	6256	1
3084	9107	3
3084	7184	1
3084	7342	3
3084	51378	1
3084	2729	1
3084	57178	3
3084	4211	3
3084	8913	1
3084	84919	3
3084	4775	3
3084	1718	1
3084	10908	3
3084	4520	3
3084	3858	3
3084	5316	3
3084	8654	3
3084	140576	3
3084	388	3
3084	3727	3
3084	54332	3
3084	10437	3
3084	2355	3
3084	1728	3
3084	8273	3
3084	81628	3
3084	9819	3
3084	310	3
3084	23308	3
3084	8837	1
3084	5660	1
3084	7018	1
3084	3572	1
3084	2778	3
3084	2767	3
3084	9368	1
3084	27445	3
3084	2771	3
3084	2914	1
3084	1979	3
3084	64805	3
3084	3299	3
3084	84231	1
3084	51347	1
3084	10848	3
3084	488	3
3084	3643	1
3084	239	1
3084	43	1
3084	5594	1
3084	5604	1
3084	26227	1
3084	93649	1
3084	79594	1
3084	3654	1
3084	27339	1
3084	1278	1
3084	8767	1
3084	9479	1
3084	2308	1
3084	4214	1
3084	64398	1
3084	4665	1
3084	1760	1
3084	54899	1
3084	22809	1
3084	2874	1
3084	4086	1
3084	573	1
3084	23636	1
3084	57706	1
3084	9101	1
3084	4216	1
3084	83737	1
3084	4976	1
3084	10755	1
3084	57591	1
3084	8525	1
3084	7077	1
3084	25776	1
3084	34	1
3084	7419	1
3084	1856	1
3084	9464	1
3084	51100	1
3084	604	1
3084	57448	1
3084	23095	1
3084	2537	1
3084	5912	1
3084	1960	1
3084	208	1
3084	5296	1
3084	1845	1
3084	5300	1
3084	6764	1
3084	1129	1
